Full Name,Title,Diversity Flag,Firm,Type,Location,Crunchbase URL,LinkedIn URL
Erica Duignan Minnihan,Managing Partner,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""recP27S4figHy6F9S"":[""Venture Capital""]},""foreignRowIdOrder"":[""recP27S4figHy6F9S""]}","New York, NY",https://www.crunchbase.com/person/erica-duignan-minnihan,https://www.linkedin.com/in/ericaduignanminnihan/
Monique Idlett,Managing Partner,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""recP27S4figHy6F9S"":[""Venture Capital""]},""foreignRowIdOrder"":[""recP27S4figHy6F9S""]}","Miami, FL",https://www.crunchbase.com/person/monique-idlett-mosley,
Edward Dugger III,President,PoC,[object Object],"{""valuesByForeignRowId"":{""recrZ3GUhyZpSEcsN"":[""Venture Capital""]},""foreignRowIdOrder"":[""recrZ3GUhyZpSEcsN""]}","Boston, MA",https://www.crunchbase.com/person/edward-dugger-iii,https://www.linkedin.com/in/edwardduggeriii/
Heidi Patel,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recdedNhQqsCm2vy5"":[""Venture Capital""]},""foreignRowIdOrder"":[""recdedNhQqsCm2vy5""]}","San Francisco, CA",https://www.crunchbase.com/person/heidi-patel,https://www.linkedin.com/in/heidi-krauel-patel-a4b5/
Jenny Abramson,Founder & Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recdedNhQqsCm2vy5"":[""Venture Capital""]},""foreignRowIdOrder"":[""recdedNhQqsCm2vy5""]}","Washington, DC",https://www.crunchbase.com/person/jenny-abramson,https://www.linkedin.com/in/jenny-abramson-bb75297
David Hall,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recjKXqY3mzVd1DHL"":[""Venture Capital""]},""foreignRowIdOrder"":[""recjKXqY3mzVd1DHL""]}","Washington, DC",https://www.crunchbase.com/person/david-hall-3,https://www.linkedin.com/in/david-hall-102195/
Ilana Diamond,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""rec3VQW2I7BEeAItN"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec3VQW2I7BEeAItN""]}","Pittsburgh, PA",https://www.crunchbase.com/organization/riverfront-ventures#section-overview,https://www.linkedin.com/in/ilana-diamond-9162155/
Christina Brodbeck,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recYaOV7rftiFzB84"":[""Venture Capital""]},""foreignRowIdOrder"":[""recYaOV7rftiFzB84""]}","Los Angeles, CA",https://www.crunchbase.com/person/christina-brodbeck,http://www.linkedin.com/in/christinabrodbeck
Rebeca Hwang,"Co-Founder, Managing Partner",Female,[object Object],"{""valuesByForeignRowId"":{""recYaOV7rftiFzB84"":[""Venture Capital""]},""foreignRowIdOrder"":[""recYaOV7rftiFzB84""]}","San Francisco, CA",https://www.crunchbase.com/person/rebeca-hwang,http://www.linkedin.com/pub/rebeca-eun-young-hwang/0/a26/473
Shadi Mehraein,"Co-Founder, Managing Partner",Female,[object Object],"{""valuesByForeignRowId"":{""recYaOV7rftiFzB84"":[""Venture Capital""]},""foreignRowIdOrder"":[""recYaOV7rftiFzB84""]}","San Francisco, CA",https://www.crunchbase.com/person/shadi-mehraein,https://www.linkedin.com/in/shadimeh
Melinda Rogers,Founder,Female,[object Object],"{""valuesByForeignRowId"":{""recd1boAzaTyXjo4T"":[""Venture Capital""]},""foreignRowIdOrder"":[""recd1boAzaTyXjo4T""]}","Toronto, Canada",https://www.crunchbase.com/person/melinda-rogers,http://ca.linkedin.com/pub/melinda-rogers/4/784/a80
Caroline Lewis,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recvxpuWUx7B674Ko"":[""Venture Capital""]},""foreignRowIdOrder"":[""recvxpuWUx7B674Ko""]}","Portland, OR",https://www.crunchbase.com/organization/rogue-venture-partners,
Katie Doherty,Co-director,Female,[object Object],"{""valuesByForeignRowId"":{""recF4B6bNPRZ3zSqs"":[""Accelerator""]},""foreignRowIdOrder"":[""recF4B6bNPRZ3zSqs""]}","San Francisco, CA",https://www.crunchbase.com/person/katie-doherty,
Nana Wilberforce,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recneZaqSdUB5PFty"":[""Venture Capital""]},""foreignRowIdOrder"":[""recneZaqSdUB5PFty""]}","New York, NY",https://www.crunchbase.com/person/nana-wilberforce,
Winslow Sargeant,Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""recYTGF6zv3SU2pbc"":[""Venture Capital""]},""foreignRowIdOrder"":[""recYTGF6zv3SU2pbc""]}","Washington, DC",https://www.crunchbase.com/person/winslow-sargeant,https://www.linkedin.com/in/winslow-sargeant-52a2182/
Claudine Emeott,"Director, Impact Investing",Female,[object Object],"{""valuesByForeignRowId"":{""recmo3CUqsWjumfm5"":[""Venture Capital""]},""foreignRowIdOrder"":[""recmo3CUqsWjumfm5""]}","San Francisco, CA",,https://www.linkedin.com/in/claudineemeott/
Phoebe Peronto,Investor,Female,[object Object],"{""valuesByForeignRowId"":{""recmo3CUqsWjumfm5"":[""Venture Capital""]},""foreignRowIdOrder"":[""recmo3CUqsWjumfm5""]}","San Francisco, CA",,https://www.linkedin.com/in/phoebeperonto
"Elizabeth ""Beezer"" Clarkson",Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""rec9ucSg7hvl0D1iD"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec9ucSg7hvl0D1iD""]}","Palo Alto, CA",https://www.crunchbase.com/person/elizabeth-beezer-clarkson,http://www.linkedin.com/in/elizabethclarkson
Stacey Bishop,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recIeKYFBWovNNFMd"":[""Venture Capital""]},""foreignRowIdOrder"":[""recIeKYFBWovNNFMd""]}","Foster City, CA",https://www.crunchbase.com/person/stacey-curry-bishop,https://www.linkedin.com/in/staceycurrybishop/
Kate Mitchell,Partner,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""recIeKYFBWovNNFMd"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""recIeKYFBWovNNFMd""]}","San Francisco, CA",https://www.crunchbase.com/person/kate-d-mitchell,http://www.linkedin.com/pub/kate-mitchell/0/84/41a
Joaquim Darrel Barros,Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""recun8CFW3nMsTO3i"":[""Venture Capital""]},""foreignRowIdOrder"":[""recun8CFW3nMsTO3i""]}","Washington, DC",https://www.crunchbase.com/person/joaquim-darrel-barros,https://www.linkedin.com/in/joaquim-darrel-barros-560335a/
Tony Thomas,Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""recun8CFW3nMsTO3i"":[""Venture Capital""]},""foreignRowIdOrder"":[""recun8CFW3nMsTO3i""]}","Washington, DC",https://www.crunchbase.com/person/tony-thomas-3,https://www.linkedin.com/in/tony-thomas-2642336/
Nisa Amoils,VP,Female,[object Object],"{""valuesByForeignRowId"":{""recuFFVj8PkGrEbI5"":[""Venture Capital""]},""foreignRowIdOrder"":[""recuFFVj8PkGrEbI5""]}","New York, NY","www.scoutventures,com",www.linkedin.com/in/nisaamoils
Amy Sun,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recCirRWtAb2faI5M"":[""Venture Capital""]},""foreignRowIdOrder"":[""recCirRWtAb2faI5M""]}","San Francisco, CA",https://www.crunchbase.com/person/amy-sun,https://www.linkedin.com/in/sunamy/
Jess Lee,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recCirRWtAb2faI5M"":[""Venture Capital""]},""foreignRowIdOrder"":[""recCirRWtAb2faI5M""]}","Mountain View, CA",https://www.crunchbase.com/person/jess-lee,https://www.linkedin.com/in/jesskah
Shelly Kapoor Collins,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recJWbrJQqyHedj8g"":[""Venture Capital""]},""foreignRowIdOrder"":[""recJWbrJQqyHedj8g""]}","San Francisco, CA",https://www.crunchbase.com/person/shelly-kapoor-collins,http://www.linkedin.com/in/shellykapoorcollins
Jana Bakunina,Angel,Female,[object Object],"{""valuesByForeignRowId"":{""recYnuM9UjGHWC98E"":[""Angel""]},""foreignRowIdOrder"":[""recYnuM9UjGHWC98E""]}","London, United Kingdom",,
Lord Waheed Ali,Angel,LGBTQ,[object Object],"{""valuesByForeignRowId"":{""recYnuM9UjGHWC98E"":[""Angel""]},""foreignRowIdOrder"":[""recYnuM9UjGHWC98E""]}","London, United Kingdom",https://www.crunchbase.com/person/lord-waheed-alli,
Cody Nystrom,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""rec9ZIZ22uQyNlUeM"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec9ZIZ22uQyNlUeM""]}","Richmond, VA",https://www.crunchbase.com/person/cody-nystrom,https://www.linkedin.com/in/codynystrom/
Rene E. Chostner,Director,Female,[object Object],"{""valuesByForeignRowId"":{""recRavv0JYVUrE1U1"":[""Venture Capital""]},""foreignRowIdOrder"":[""recRavv0JYVUrE1U1""]}","San Jose, CA",https://www.crunchbase.com/person/rene-chostner,
Martin Hunt,General PArtner,PoC,[object Object],"{""valuesByForeignRowId"":{""recAEeJnge2hPWxkU"":[""Venture Capital""]},""foreignRowIdOrder"":[""recAEeJnge2hPWxkU""]}","Philadelphia, PA",https://www.crunchbase.com/person/martin-hunt-f8a8,https://www.linkedin.com/in/martinhuntsr/
Elizabeth Galbut,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""reclzppW3GywkdwF6"":[""Venture Capital""]},""foreignRowIdOrder"":[""reclzppW3GywkdwF6""]}","New York, NY",https://www.crunchbase.com/person/elizabeth-galbut#section-overview,www.linkedin.com/in/egalbut
Pocket Sun,Managing Partner,"Female, LGBTQ, PoC",[object Object],"{""valuesByForeignRowId"":{""reclzppW3GywkdwF6"":[""Venture Capital""]},""foreignRowIdOrder"":[""reclzppW3GywkdwF6""]}","Shanghai, China, Singapore",https://www.crunchbase.com/person/pocket-sun,https://www.linkedin.com/in/pocketsun/
Jon Gosier,Founder and General Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""rec8VdHafP6SCpizJ"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec8VdHafP6SCpizJ""]}","Philadelphia, PA",https://www.crunchbase.com/person/jon-gosier-2,http://linkedin.com/in/jongos
Megan Quinn,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recTN28dG34iMpmJg"":[""Venture Capital""]},""foreignRowIdOrder"":[""recTN28dG34iMpmJg""]}","San Francisco, CA",https://www.crunchbase.com/person/megan-quinn,https://www.linkedin.com/in/meganquinn/
Joyce Kim,Co-founder and Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recFVbUjkl9uDiP3m"":[""Venture Capital""]},""foreignRowIdOrder"":[""recFVbUjkl9uDiP3m""]}","San Francisco, CA",https://www.crunchbase.com/person/joyce-kim,http://www.linkedin.com/in/joycekim
Shripriya Mahesh,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recwt0xS0rgoPIVvH"":[""Venture Capital""]},""foreignRowIdOrder"":[""recwt0xS0rgoPIVvH""]}","Redwood City, CA",https://www.crunchbase.com/person/shripriya-mahesh,https://www.linkedin.com/in/shripriya
Dina Routhier,Investment Manager,Female,[object Object],"{""valuesByForeignRowId"":{""recC4iwfVegcAcKoc"":[""Venture Capital""]},""foreignRowIdOrder"":[""recC4iwfVegcAcKoc""]}","Boston, MA",https://www.crunchbase.com/person/dina-routhier,https://www.linkedin.com/in/drouthier/
Trisha Harry,Investment Manager,"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""recC4iwfVegcAcKoc"":[""Venture Capital""]},""foreignRowIdOrder"":[""recC4iwfVegcAcKoc""]}","San Francisco, CA",https://www.crunchbase.com/person/trisha-harry,https://linkedin.com/in/trisha-harry
Laura Sachar,Co-Founder & Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recfoe2TmHNbSTS2B"":[""Venture Capital""]},""foreignRowIdOrder"":[""recfoe2TmHNbSTS2B""]}","New York, NY",https://www.crunchbase.com/person/laura-sachar,http://www.linkedin.com/in/laurasachar
Stella Voutsina,Angel,"Female, LGBTQ",[object Object],"{""valuesByForeignRowId"":{""reco2grlSkRjSCglU"":[""Angel""]},""foreignRowIdOrder"":[""reco2grlSkRjSCglU""]}","New York, NY",,https://www.linkedin.com/in/stellavoutsina/
Alyse Killeen,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec1veY3FNQapE0gb"":[""Angel""]},""foreignRowIdOrder"":[""rec1veY3FNQapE0gb""]}","Los Angeles, CA",https://www.crunchbase.com/person/alyse-killeen,
Alex Mendez,Founding Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""recfcI0zRFoJpfclK"":[""Venture Capital""]},""foreignRowIdOrder"":[""recfcI0zRFoJpfclK""]}","Menlo Park, CA",https://www.crunchbase.com/person/alex-mendez,https://www.linkedin.com/in/alexmendez
Lisa Feria,CEO,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""rec2AEDahfqga5NiY"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec2AEDahfqga5NiY""]}","Stilwell, KS",https://www.crunchbase.com/person/lisa-feria,https://www.linkedin.com/in/lisa-feria-411b5744/
Karen Kenworthy,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recxJV1FN7U3qft3i"":[""Venture Capital""]},""foreignRowIdOrder"":[""recxJV1FN7U3qft3i""]}","New York, NY",https://www.crunchbase.com/person/karen-kenworthy,https://www.linkedin.com/in/karen-kenworthy-723a322a
Jillian Manus,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recTdo60C7w2dlA2r"":[""Venture Capital""]},""foreignRowIdOrder"":[""recTdo60C7w2dlA2r""]}","San Francisco, CA",https://www.crunchbase.com/person/jillian-manus,https://www.linkedin.com/in/jillian-manus-19112a13
Kate Bingham,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recp9njGgq8cziPbI"":[""Venture Capital""]},""foreignRowIdOrder"":[""recp9njGgq8cziPbI""]}","London, United Kingdom",https://www.crunchbase.com/person/kate-bingham,http://www.linkedin.com/pub/kate-bingham/11/53a/195
Consuelo Valverde,Managing Director,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""rec2xDBKOvdN3axHM"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec2xDBKOvdN3axHM""]}","San Francisco, CA",https://www.crunchbase.com/person/consuelo-valverde,https://www.linkedin.com/in/consuelovalverde/
Duane McKnight,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recwzJiaqPSjXzdvT"":[""Venture Capital""]},""foreignRowIdOrder"":[""recwzJiaqPSjXzdvT""]}","Washington, DC",https://www.crunchbase.com/person/duane-c-mcknight,
Timothy Bernard Jones,Founding & Managing Principal,PoC,[object Object],"{""valuesByForeignRowId"":{""rec25skllcSTSDXQE"":[""Angel""]},""foreignRowIdOrder"":[""rec25skllcSTSDXQE""]}","Washington, DC",https://www.crunchbase.com/person/timothy-bernard-jones,http://www.linkedin.com/in/timothybernardjones
Rodney Sampson,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recazmWNSCVfNTO5E"":[""Venture Capital""]},""foreignRowIdOrder"":[""recazmWNSCVfNTO5E""]}","Atlanta, GA",https://www.crunchbase.com/person/rodney-sampson,http://www.linkedin.com/in/rodneysampson
Juan Luis Leungli,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""reciDXR56I8E0D66q"":[""Venture Capital""]},""foreignRowIdOrder"":[""reciDXR56I8E0D66q""]}","Cambridge, MA, Boston, MA, Austin, TX",https://www.crunchbase.com/person/juan-leung-li#section-locked-charts,http://linkedin.com/in/juanlleungli
Adrian Walker,Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recP21XAin3Zzs8Y5"":[""Venture Capital""]},""foreignRowIdOrder"":[""recP21XAin3Zzs8Y5""]}","San Francisco, CA",https://www.crunchbase.com/person/adrian-walker,http://www.linkedin.com/pub/adrian-walker/47/35a/286
Terri Hanson Mead,Angel Investor,Female,[object Object],"{""valuesByForeignRowId"":{""recYqSIbBqHi3NTi1"":[""Angel""]},""foreignRowIdOrder"":[""recYqSIbBqHi3NTi1""]}","Redwood City, CA",https://www.crunchbase.com/person/terri-mead,https://www.linkedin.com/in/terrimead/
Randall Crowder,CoFounder & Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recHZg2nN62fktJ66"":[""Venture Capital""]},""foreignRowIdOrder"":[""recHZg2nN62fktJ66""]}","Austin, TX",https://www.crunchbase.com/person/randall-crowder-2,https://www.linkedin.com/in/randallcrowder/
Ann Dewitt,COO,Female,[object Object],"{""valuesByForeignRowId"":{""recZRIHzsevd5WYap"":[""Venture Capital""]},""foreignRowIdOrder"":[""recZRIHzsevd5WYap""]}",,https://www.crunchbase.com/person/anne-dewitt,https://www.linkedin.com/in/ann-dewitt-4772704/
Katie Rae,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recZRIHzsevd5WYap"":[""Venture Capital""]},""foreignRowIdOrder"":[""recZRIHzsevd5WYap""]}","Boston, MA",https://www.crunchbase.com/person/katie-rae,
Sonja Hoel Perkins,,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""recdpVBq7ZTkR5Or5"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""recdpVBq7ZTkR5Or5""]}","San Francisco, CA",https://www.crunchbase.com/person/sonja-perkins,
Clara Bullrich,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recciUvuPdB7bKqbQ"":[""Venture Capital"",""Accelerator""]},""foreignRowIdOrder"":[""recciUvuPdB7bKqbQ""]}","Miami, FL",https://www.crunchbase.com/person/clara-bullrich,https://www.linkedin.com/in/clara-bullrich-2172a91a/
Laura Gonzalez-Estefani,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recciUvuPdB7bKqbQ"":[""Venture Capital"",""Accelerator""]},""foreignRowIdOrder"":[""recciUvuPdB7bKqbQ""]}","Menlo Park, CA",https://www.crunchbase.com/person/laura-gonz%C3%A1lez-est%C3%A9fani,https://www.linkedin.com/in/lauragonzalezestefani/
Monica Black,Partner,"Female, PoC, LGBTQ",[object Object],"{""valuesByForeignRowId"":{""recciUvuPdB7bKqbQ"":[""Venture Capital"",""Accelerator""]},""foreignRowIdOrder"":[""recciUvuPdB7bKqbQ""]}","Miami, FL",https://www.crunchbase.com/person/monica-simo-black,https://www.linkedin.com/company/theventurecity/
Shana Fisher,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recqyGqKT9VXqoW1t"":[""Venture Capital""]},""foreignRowIdOrder"":[""recqyGqKT9VXqoW1t""]}","New York, NY",https://www.crunchbase.com/person/shana-fisher,
Ita Ekpoudom,Managing Partner,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""recDAWyiIpZKHrrlh"":[""Angel""]},""foreignRowIdOrder"":[""recDAWyiIpZKHrrlh""]}","New York, NY",https://www.crunchbase.com/person/ita-ekpoudom,
Sheila Gulati,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recadTW2sbCKHvFCR"":[""Venture Capital""]},""foreignRowIdOrder"":[""recadTW2sbCKHvFCR""]}","Seattle, WA",https://www.crunchbase.com/person/sheila-gulati,https://www.linkedin.com/in/sheilagulati
Garth Timoll,Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""recUG9nmxzT6aZC5C"":[""Venture Capital""]},""foreignRowIdOrder"":[""recUG9nmxzT6aZC5C""]}","San Francisco, CA",https://www.crunchbase.com/person/garth-timoll,https://www.linkedin.com/in/garth-timoll-sr-3529431/
Jessica Archibald,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recUG9nmxzT6aZC5C"":[""Venture Capital""]},""foreignRowIdOrder"":[""recUG9nmxzT6aZC5C""]}","San Francisco, CA",https://www.crunchbase.com/person/jessica-archibald,https://www.linkedin.com/pub/jessica-archibald/0/26/814
Lisa Edgar,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recUG9nmxzT6aZC5C"":[""Venture Capital""]},""foreignRowIdOrder"":[""recUG9nmxzT6aZC5C""]}","San Francisco, CA",https://www.crunchbase.com/person/lisa-edgar,https://www.linkedin.com/pub/lisa-edgar/1/b00/928?trk=pub-pbmap
Heather Preston,Partner and Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recDqxxJCQwLrRuTR"":[""Venture Capital""]},""foreignRowIdOrder"":[""recDqxxJCQwLrRuTR""]}","San Francisco, CA",https://www.crunchbase.com/person/heather-preston,http://www.linkedin.com/pub/heather-preston/10/355/286
Marina Hadjipateras,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recEuTAsRGWSSDvAC"":[""Venture Capital""]},""foreignRowIdOrder"":[""recEuTAsRGWSSDvAC""]}","New York, NY",https://www.crunchbase.com/organization/trail-mix-ventures,https://www.linkedin.com/company/trailmixventures
Soraya Darabi,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recEuTAsRGWSSDvAC"":[""Venture Capital""]},""foreignRowIdOrder"":[""recEuTAsRGWSSDvAC""]}","New York, NY",https://www.crunchbase.com/organization/trail-mix-ventures,https://www.linkedin.com/company/trailmixventures
Veronica Osinski,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recIN5LojMo2hP8dy"":[""Angel""]},""foreignRowIdOrder"":[""recIN5LojMo2hP8dy""]}","San Francisco, CA",https://www.crunchbase.com/person/veronica-osinski,
Anjula Acharia Bath,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec2CSx8S3SeoNQaT"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec2CSx8S3SeoNQaT""]}","Los Angeles, CA",https://www.crunchbase.com/person/anjula-acharia-bath,https://www.linkedin.com/in/anjula-acharia-206735/
Patricia Nakache,General Partner,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""rec2CSx8S3SeoNQaT"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""rec2CSx8S3SeoNQaT""]}","Menlo Park, CA",https://www.crunchbase.com/person/patricia-nakache,http://www.linkedin.com/in/pnakache
Sara Brand,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recAKpDEAvKT5HFwi"":[""Venture Capital""]},""foreignRowIdOrder"":[""recAKpDEAvKT5HFwi""]}","Austin, TX",https://www.crunchbase.com/person/sara-brand,https://www.linkedin.com/in/saratbrand
Al Foreman,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""rec610tc5y39d9k0f"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec610tc5y39d9k0f""]}","New York, NY",https://www.crunchbase.com/person/al-foreman,
Jennifer Hanley,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recgnn6eBdCYSMWRq"":[""Venture Capital""]},""foreignRowIdOrder"":[""recgnn6eBdCYSMWRq""]}","Boston, MA",https://www.crunchbase.com/person/jennifer-hanley,https://www.linkedin.com/pub/jennifer-hanley/42/752/978
Dafina Toncheva,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec1rxAeklqxgzc2s"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec1rxAeklqxgzc2s""]}","Menlo Park, CA",https://www.crunchbase.com/person/dafina-toncheva,http://www.linkedin.com/in/dafinat
Miriam Rivera,Co-Founder & Managing Partner,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""reckozY3Nxs04Yp95"":[""Venture Capital""]},""foreignRowIdOrder"":[""reckozY3Nxs04Yp95""]}","Palo Alto, CA",https://www.crunchbase.com/person/miriam-rivera,https://www.linkedin.com/in/miriamrivera/
Stephanie Palmeri,Partner,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""recf1twTn3IOO8dSg"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""recf1twTn3IOO8dSg""]}","San Francisco, CA",https://www.crunchbase.com/person/steph-palmeri,http://www.linkedin.com/in/stephpalmeri
Rebecca Kaden,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recKxHSwUblZ5rFnT"":[""Venture Capital""]},""foreignRowIdOrder"":[""recKxHSwUblZ5rFnT""]}","San Francisco, CA",https://www.crunchbase.com/person/rebecca-kaden,http://www.linkedin.com/pub/rebecca-kaden/10/b22/802
Kara Nortman,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec3WYO8Yg3DPYlXp"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec3WYO8Yg3DPYlXp""]}","Los Angeles, CA",https://www.crunchbase.com/person/kara-nortman,https://www.linkedin.com/in/karanortman
Kobie Fuller,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""rec3WYO8Yg3DPYlXp"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec3WYO8Yg3DPYlXp""]}","Los Angeles, CA",https://www.crunchbase.com/person/kobie-fuller,http://www.linkedin.com/in/kobiefuller
Shuly Galili,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recg4v9GjpeOglgiH"":[""Venture Capital""]},""foreignRowIdOrder"":[""recg4v9GjpeOglgiH""]}","Palo Alto, CA",https://www.crunchbase.com/person/shuly-galili,https://www.linkedin.com/in/shulygalili/
Camille Samuels,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recd6zqNVebssfvhl"":[""Venture Capital""]},""foreignRowIdOrder"":[""recd6zqNVebssfvhl""]}","Palo Alto, CA",https://www.crunchbase.com/person/camille-samuels,https://www.linkedin.com/in/camisamuels
Vernon Lee,Co-Chair,PoC,[object Object],"{""valuesByForeignRowId"":{""rectQbVDIqqkbTd4i"":[""Angel Network""]},""foreignRowIdOrder"":[""rectQbVDIqqkbTd4i""]}","Washington, DC",https://www.crunchbase.com/person/vernon-lee-jr,
Clare Ozawa,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recCRKdmuHzEd8VtU"":[""Venture Capital""]},""foreignRowIdOrder"":[""recCRKdmuHzEd8VtU""]}","San Diego, CA",https://www.crunchbase.com/person/clare-ozawa,https://www.linkedin.com/in/clare-ozawa-2181211/
Angela Tran Kingyens,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recs0DUDXjq8ZdHiE"":[""Venture Capital""]},""foreignRowIdOrder"":[""recs0DUDXjq8ZdHiE""]}","Palo Alto, CA",https://www.crunchbase.com/person/angela-tran-kingyens,
Victoria Fram,Co-Founder & Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recasupM5KacECYiL"":[""Venture Capital"",""Accelerator""]},""foreignRowIdOrder"":[""recasupM5KacECYiL""]}","San Francisco, CA",https://www.crunchbase.com/person/victoria-fram#section-overview,https://www.linkedin.com/in/victoria-fram-5a23a02/
Anne Dwane,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recqfU6bZu2fUciP6"":[""Venture Capital""]},""foreignRowIdOrder"":[""recqfU6bZu2fUciP6""]}","San Francisco, CA",https://www.crunchbase.com/person/anne-dwane,
Erik Torenberg,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recqfU6bZu2fUciP6"":[""Venture Capital""]},""foreignRowIdOrder"":[""recqfU6bZu2fUciP6""]}","San Francisco, CA",https://www.crunchbase.com/person/erik-torenberg,
Robert F. Smith,CEO & Chairman of the Board,PoC,[object Object],"{""valuesByForeignRowId"":{""reci25oNBvmbEt44B"":[""Growth Equity""]},""foreignRowIdOrder"":[""reci25oNBvmbEt44B""]}","Austin, TX",https://www.crunchbase.com/person/robert-f-smith,https://www.linkedin.com/in/robertfredericksmith/
