Full Name,Title,Diversity Flag,Firm,Type,Location,Crunchbase URL,LinkedIn URL
Denmark West,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""rec0x2UwrCqqs7bgn"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec0x2UwrCqqs7bgn""]}","New York, NY",https://www.crunchbase.com/person/denmark-west,https://www.linkedin.com/in/denmarkwest
Kavita Gupta,Founding Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec9zHXqAyAgAg56d"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec9zHXqAyAgAg56d""]}","San Francisco, CA",https://www.crunchbase.com/person/kavita-gupta-2,https://www.linkedin.com/in/kavita-gupta-71a4352/
Maia Heymann,Founder & General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recKkZ54uAD6gPsy0"":[""Venture Capital""]},""foreignRowIdOrder"":[""recKkZ54uAD6gPsy0""]}","Cambridge, MA",https://www.crunchbase.com/person/maia-heymann,https://www.linkedin.com/in/maiaheymann/
Nilanjana Bhowmik,Founder & General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recKkZ54uAD6gPsy0"":[""Venture Capital""]},""foreignRowIdOrder"":[""recKkZ54uAD6gPsy0""]}","Boston, MA",https://www.crunchbase.com/person/nilansana-bhowmik,http://www.linkedin.com/in/nilanjanabhowmik
Kathleen Utecht,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recn3uwTIkpzZWSV0"":[""Venture Capital""]},""foreignRowIdOrder"":[""recn3uwTIkpzZWSV0""]}","San Francisco, CA",https://www.crunchbase.com/person/aileen-lee,http://www.linkedin.com/pub/kathleen-utecht/18/106/35a
Joanna Drake,Angel,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""recc8HT1yh9tiLET1"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""recc8HT1yh9tiLET1""]}","San Francisco, CA",https://www.crunchbase.com/person/joanna-drake-earl,
Shubhra Jain,Senior Associate,"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""rec88uS4uHnzZOKh5"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec88uS4uHnzZOKh5""]}","San Francisco, CA",https://www.crunchbase.com/organization/cota-capital,https://www.linkedin.com/in/drshubhra/
Aileen Lee,Founder & Partner,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""rec3xV4N0H4q1ACv5"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""rec3xV4N0H4q1ACv5""]}","Palo Alto, CA",https://www.crunchbase.com/person/aileen-lee,http://www.linkedin.com/in/aileenwlee
Lainy Painter,Principal,Female,[object Object],"{""valuesByForeignRowId"":{""recT38CtND6b8tHs3"":[""Venture Capital""]},""foreignRowIdOrder"":[""recT38CtND6b8tHs3""]}","San Francisco, CA",,https://www.linkedin.com/in/elena-painter/
Marlon Nichols,General Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""rec05iYPulZPgiE8N"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec05iYPulZPgiE8N""]}","Los Angeles, CA",https://www.crunchbase.com/person/marlon-c-nichols,http://www.linkedin.com/in/marloncnichols
Trevor Thomas-Uribe,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""rec05iYPulZPgiE8N"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec05iYPulZPgiE8N""]}","San Francisco, CA",https://www.crunchbase.com/person/trevor-thomas-3,
Huoy-Ming Yeh,"Founding, Managing Partner",Female,[object Object],"{""valuesByForeignRowId"":{""recje1EqeXzjFBCvn"":[""Venture Capital""]},""foreignRowIdOrder"":[""recje1EqeXzjFBCvn""]}","San Francisco, CA",https://www.crunchbase.com/person/huoy-ming-yeh#section-overview,https://www.linkedin.com/in/huoy-ming-yeh/
Heather Wood,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recUcxmjk7MptHAdL"":[""Venture Capital""]},""foreignRowIdOrder"":[""recUcxmjk7MptHAdL""]}","Saint Louis, MO",https://www.crunchbase.com/person/heather-wood,https://www.linkedin.com/in/heather-wood-689a7b3/
Nicholas Pianim,Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""recndxECDZ2YrGkxk"":[""Venture Capital""]},""foreignRowIdOrder"":[""recndxECDZ2YrGkxk""]}","Palo Alto, CA",https://www.crunchbase.com/person/nicholas-k-pianim,https://www.linkedin.com/in/nicholas-pianim-2898a8a3
Masha Drokova,Founding Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recxaA0mUkhL4yiq6"":[""Venture Capital""]},""foreignRowIdOrder"":[""recxaA0mUkhL4yiq6""]}","San Francisco, CA",https://www.crunchbase.com/person/masha-drokova,https://www.linkedin.com/in/mashadrokova/
Nancy Pfund,Founder & Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recIYzmQXg3MsQD8o"":[""Venture Capital""]},""foreignRowIdOrder"":[""recIYzmQXg3MsQD8o""]}","San Francisco, CA",https://www.crunchbase.com/person/nancy-pfund,https://www.linkedin.com/in/nancy-pfund-30b6ab13/
Cynthia Ringo,Senior Partner,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""recIYzmQXg3MsQD8o"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""recIYzmQXg3MsQD8o""]}","San Francisco, CA",https://www.crunchbase.com/person/cynthia-ringo,https://www.linkedin.com/in/cynthia-ringo-40576a4
Trae Vassallo,Co-Founder & Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recJNNVEuD2GbL4Wi"":[""Venture Capital""]},""foreignRowIdOrder"":[""recJNNVEuD2GbL4Wi""]}","Menlo Park, CA",https://www.crunchbase.com/person/trae-vassallo,https://www.linkedin.com/in/traevassallo/
Dovey Wan,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recgYrMQmZpOr56eh"":[""Venture Capital""]},""foreignRowIdOrder"":[""recgYrMQmZpOr56eh""]}","Palo Alto, CA",https://www.crunchbase.com/person/dovey-wan,https://www.linkedin.com/in/doveywan/
Diane Henry,Angel,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""reczfJix6oH3n1F5F"":[""Angel""]},""foreignRowIdOrder"":[""reczfJix6oH3n1F5F""]}","New York, NY",https://www.crunchbase.com/person/diane-henry,https://www.linkedin.com/in/diane-henry/
Kathryn Finney,Angel,"PoC, Female","[object Object], [object Object]","{""valuesByForeignRowId"":{""recDj704mzt9FmqOY"":[""Angel""],""recW5kQr2hpRcZZGy"":[""Angel Network""]},""foreignRowIdOrder"":[""recDj704mzt9FmqOY"",""recW5kQr2hpRcZZGy""]}","New York, NY",https://www.crunchbase.com/person/kathryn-finney,http://www.linkedin.com/in/kathrynfinney
JB Rubinovitz,Partner,LGBTQ,[object Object],"{""valuesByForeignRowId"":{""reckoIE1gSUVETYvg"":[""Venture Capital""]},""foreignRowIdOrder"":[""reckoIE1gSUVETYvg""]}",,,
Mariah Lichtenstern,Managing Partner,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""rec2ifRCB0tEkYUkm"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec2ifRCB0tEkYUkm""]}","Sacramento, CA",https://www.crunchbase.com/person/mariah-lichtenstern-2,http://www.linkedin.com/in/mariahlichtenstern
Debra K. Liebert,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recrkIbQthgN16YrQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recrkIbQthgN16YrQ""]}","San Diego, CA",https://www.crunchbase.com/person/debra-k-liebert,https://www.linkedin.com/in/debra-liebert-4b13335/
Kim P. Kamdar,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recrkIbQthgN16YrQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recrkIbQthgN16YrQ""]}","San Diego, CA",https://www.crunchbase.com/person/kim-p-kamdar,https://www.linkedin.com/in/kim-kamdar-372031126/
Nicole Vitullo,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recrkIbQthgN16YrQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recrkIbQthgN16YrQ""]}","New York, NY",https://www.crunchbase.com/person/nicole-vitullo,http://www.linkedin.com/pub/nicole-vitullo/3b/873/1a9
Emily Melton,Partner,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""recPDYOJDaylHiPHX"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""recPDYOJDaylHiPHX""]}","San Francisco, CA",https://www.crunchbase.com/person/emily-melton,https://www.linkedin.com/in/emmelton/
Molly McCartin,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recU7KNmePzviJSjf"":[""Venture Capital""]},""foreignRowIdOrder"":[""recU7KNmePzviJSjf""]}","Columbus, OH",https://www.crunchbase.com/person/molly-mccartin,https://www.linkedin.com/in/molly-mccartin-90402814/
Beth Engel,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""reckJOGuuGbFJJs0A"":[""Venture Capital""]},""foreignRowIdOrder"":[""reckJOGuuGbFJJs0A""]}","Omaha, NE",https://www.crunchbase.com/person/beth-engel,https://www.linkedin.com/in/elizabeth-beth-engel-08ab9a/
Kevin Durant,Angel,PoC,[object Object],"{""valuesByForeignRowId"":{""recIwselPrXAX8Kbj"":[""Angel""]},""foreignRowIdOrder"":[""recIwselPrXAX8Kbj""]}","Oakland, CA",https://www.crunchbase.com/person/kevin-durant,https://www.linkedin.com/in/kevin-durant-3a66178b
Duygu Oktem Clark,Angel Investor,Female,[object Object],"{""valuesByForeignRowId"":{""reclAPZbBgp5EyRnv"":[""Angel""]},""foreignRowIdOrder"":[""reclAPZbBgp5EyRnv""]}","San Francisco, CA",https://www.crunchbase.com/person/duygu-oktem,https://www.linkedin.com/in/duyguoktem/
Eghosa Omoigui,Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recbKuIb8Kz6lr0NY"":[""Venture Capital""]},""foreignRowIdOrder"":[""recbKuIb8Kz6lr0NY""]}","San Francisco, CA",https://www.crunchbase.com/person/eghosa-omoigui,http://www.linkedin.com/in/eghosaomoigui
Lenard Marcus,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recqMZNAIcnDto8FT"":[""Venture Capital""]},""foreignRowIdOrder"":[""recqMZNAIcnDto8FT""]}","Washington, DC",https://www.crunchbase.com/person/lenard-marcus,https://www.linkedin.com/in/lenard-marcus-808275/
Elain Chen Szu,Angel,Female,[object Object],"{""valuesByForeignRowId"":{""recTbRFTw1LC5YIrU"":[""Angel""]},""foreignRowIdOrder"":[""recTbRFTw1LC5YIrU""]}","San Francisco, CA",,https://linkedin.com/in/elain
Julie Ulrich,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recY9bqg5G4UuAfgO"":[""Venture Capital""]},""foreignRowIdOrder"":[""recY9bqg5G4UuAfgO""]}","New York, NY",https://www.crunchbase.com/person/julie-ulrich,https://www.linkedin.com/in/juulrich/
Johanna Posada,Managing Director,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""rec41V9lmGlUnT38L"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec41V9lmGlUnT38L""]}","Seattle, WA",https://www.crunchbase.com/person/johanna-posada,https://www.linkedin.com/in/johanna-gil-posada-b02154
Ellen Pao,Angel,"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""recddJ35LNjHH5t3B"":[""Angel""]},""foreignRowIdOrder"":[""recddJ35LNjHH5t3B""]}","San Francisco, CA",https://www.crunchbase.com/person/ellen-pao,https://www.linkedin.com/in/ekpao/
Santi Subotovsky,General Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recV6mk5EFkTVwpbQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recV6mk5EFkTVwpbQ""]}","San Francisco, CA",https://www.crunchbase.com/person/santi-subotovsky,http://www.linkedin.com/in/santisubotovsky
Sarah Pinto,"Director, Venture Investing",Female,[object Object],"{""valuesByForeignRowId"":{""recgkbUX7AYPAFIwf"":[""Family Office"",""Venture Capital""]},""foreignRowIdOrder"":[""recgkbUX7AYPAFIwf""]}","Palo Alto, CA",,https://www.linkedin.com/in/sarah-pinto-peyronel-7878b82/
Jackie Carmel,Managing Director,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""recNWQiCtssEWFE4u"":[""Venture Capital""]},""foreignRowIdOrder"":[""recNWQiCtssEWFE4u""]}","San Francisco, CA",https://www.crunchbase.com/person/jackie-carmel,https://www.linkedin.com/in/jackie-carmel-42b55413/
Amy Francetic,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recQrpIreeWNicfzP"":[""Venture Capital""]},""foreignRowIdOrder"":[""recQrpIreeWNicfzP""]}","Chicago, IL",,https://www.linkedin.com/in/amy-francetic-0129/
Hilton Augustine,Angel,PoC,[object Object],"{""valuesByForeignRowId"":{""recwtvMvVA0iCVqD9"":[""Angel""]},""foreignRowIdOrder"":[""recwtvMvVA0iCVqD9""]}","Washington, DC",https://www.crunchbase.com/person/hilton-h-augustine,
Richard Kerby,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recBoVWioSvlRBLhe"":[""Venture Capital""]},""foreignRowIdOrder"":[""recBoVWioSvlRBLhe""]}","New York, NY",https://www.crunchbase.com/person/richard-kerby,http://www.linkedin.com/in/richardkerby
Anjli Jain,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recvknaERoslnN2IX"":[""Venture Capital""]},""foreignRowIdOrder"":[""recvknaERoslnN2IX""]}","Chicago, IL",https://www.crunchbase.com/person/anjli-chopra,https://www.linkedin.com/in/anjlijain/
Maneesha Ghiya,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recneIlBWdC9jxQX3"":[""Venture Capital""]},""foreignRowIdOrder"":[""recneIlBWdC9jxQX3""]}","New York, NY",https://www.crunchbase.com/person/maneesha-ghiya,
Kola Olofinboba,Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recQ76NFbP8ZYeppP"":[""Venture Capital""]},""foreignRowIdOrder"":[""recQ76NFbP8ZYeppP""]}","West Hartford, CT",https://www.crunchbase.com/person/kola-olofinboba,
Laurence Morse,CEO,PoC,[object Object],"{""valuesByForeignRowId"":{""recQ76NFbP8ZYeppP"":[""Venture Capital""]},""foreignRowIdOrder"":[""recQ76NFbP8ZYeppP""]}","West Hartford, CT",https://www.crunchbase.com/person/laurence-c-morse,
Felicia Curcuru,Angel,Female,[object Object],"{""valuesByForeignRowId"":{""reckTA1kidNy7M2r4"":[""Angel""]},""foreignRowIdOrder"":[""reckTA1kidNy7M2r4""]}","Oakland, CA",,https://www.linkedin.com/in/feliciacurcuru/
Victoria Treyger,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""rec5exghm7disbzd5"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec5exghm7disbzd5""]}",,https://www.crunchbase.com/person/wesley-chan,https://www.crunchbase.com/person/victoria-treyger-2/hubs/hubs_list
Anu Duggal,Founding Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recEEfNhVRPu73YT8"":[""Venture Capital""]},""foreignRowIdOrder"":[""recEEfNhVRPu73YT8""]}","New York, NY",https://www.crunchbase.com/person/anu-duggal,http://www.linkedin.com/pub/anu-duggal/0/222/568
Sutian Dong,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recEEfNhVRPu73YT8"":[""Venture Capital""]},""foreignRowIdOrder"":[""recEEfNhVRPu73YT8""]}","New York, NY",https://www.crunchbase.com/person/sutian-dong,https://www.linkedin.com/in/sutiandong/
Ela Madej,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec75VVvajMJwFFvY"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec75VVvajMJwFFvY""]}","San Francisco, CA",https://www.crunchbase.com/person/ela-madej,
Eva Ho,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec08pzG0yatKuN51"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec08pzG0yatKuN51""]}","Los Angeles, CA",https://www.crunchbase.com/person/eva-ho,http://www.linkedin.com/in/evaho1
Hayley Barna,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recj0qlL1oZftIpMY"":[""Venture Capital""]},""foreignRowIdOrder"":[""recj0qlL1oZftIpMY""]}","New York, NY",https://www.crunchbase.com/person/hayley-barna,http://www.linkedin.com/in/hbarna
Beth Ferreira,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recsuu5thdCiATy5j"":[""Venture Capital""]},""foreignRowIdOrder"":[""recsuu5thdCiATy5j""]}","New York, NY",https://www.crunchbase.com/person/beth-ferreira,https://www.linkedin.com/in/bethmferreira
Catherine Ulrich,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recsuu5thdCiATy5j"":[""Venture Capital""]},""foreignRowIdOrder"":[""recsuu5thdCiATy5j""]}","New York, NY",https://www.crunchbase.com/person/catherine-ulrich,https://www.linkedin.com/in/catherineulrich/
Phyllis Gotlib,Executive Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recjlcmNPMz1Vm4RA"":[""Venture Capital""]},""foreignRowIdOrder"":[""recjlcmNPMz1Vm4RA""]}","Boston, MA",https://www.crunchbase.com/person/phyllis-gotlib,https://www.linkedin.com/in/phyllis-gotlib-3a0a7585/
Ann Miura-Ko,Co - Founder & Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recaxZOrDAQAnnund"":[""Venture Capital""]},""foreignRowIdOrder"":[""recaxZOrDAQAnnund""]}","San Francisco, CA",https://www.crunchbase.com/person/ann-miura-ko,http://www.linkedin.com/in/amiura
Iris Choi,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recaxZOrDAQAnnund"":[""Venture Capital""]},""foreignRowIdOrder"":[""recaxZOrDAQAnnund""]}","Palo Alto, CA",https://www.crunchbase.com/person/iris-choi,https://www.linkedin.com/in/irischoi/
Heather Redman,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec5ggQa3xE6OwrFK"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec5ggQa3xE6OwrFK""]}","Seattle, WA",https://www.crunchbase.com/person/heather-redman,
Kim Kolt,President ,Female,[object Object],"{""valuesByForeignRowId"":{""reclMEKfoujWMLvPq"":[""Family Office"",""Venture Capital""]},""foreignRowIdOrder"":[""reclMEKfoujWMLvPq""]}","San Francisco, CA",Download Crunchbase on the AppStore : https://appsto.re/us/ennMdb.i - https://www.crunchbase.com/organization/for-good-ventures,http://linkedin.com/in/kim-k-071294133
Eurie Kim,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec8nMRRUkTcHNVsY"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec8nMRRUkTcHNVsY""]}","San Francisco, CA",https://www.crunchbase.com/person/eurie-kim,https://www.linkedin.com/in/euriekim/
Kirsten Green,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec8nMRRUkTcHNVsY"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec8nMRRUkTcHNVsY""]}","San Francisco, CA",https://www.crunchbase.com/person/kirsten-green,http://www.linkedin.com/in/kirstengreen
Myrna M. Soto,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""reccEoo8floFhHduF"":[""Venture Capital""]},""foreignRowIdOrder"":[""reccEoo8floFhHduF""]}","Miami, FL",https://www.crunchbase.com/person/myrna-m-soto,
Alberto Yepez,Co-founder and Managing Director,PoC,"[object Object], [object Object], [object Object]","{""valuesByForeignRowId"":{""recnjFuqFl75nhKsU"":[""Venture Capital""],""rec7peTrRGQ9zDqok"":[""Venture Capital""],""reccEoo8floFhHduF"":[""Venture Capital""]},""foreignRowIdOrder"":[""recnjFuqFl75nhKsU"",""rec7peTrRGQ9zDqok"",""reccEoo8floFhHduF""]}","San Francisco, CA",https://www.crunchbase.com/person/alberto-yepez,http://www.linkedin.com/in/albertoyepez
Joanne Chen,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recM0BB5TryOaVZAo"":[""Venture Capital""]},""foreignRowIdOrder"":[""recM0BB5TryOaVZAo""]}","San Francisco, CA",https://www.crunchbase.com/person/joanne-chen,https://www.linkedin.com/in/joanne-chen-8486677/
Rodolfo Gonzalez,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recM0BB5TryOaVZAo"":[""Venture Capital""]},""foreignRowIdOrder"":[""recM0BB5TryOaVZAo""]}","San Francisco, CA",https://www.crunchbase.com/person/rodolfo-gonzalez,https://www.linkedin.com/in/gonzalezrodolfo
Cyan Banister,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec7y4RVgSEzDa2pz"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec7y4RVgSEzDa2pz""]}","San Francisco, CA",https://www.crunchbase.com/person/cyan-banister,http://www.linkedin.com/in/cyanb
Jenny Lefcourt,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recSFq8XFmFOYJzZL"":[""Venture Capital""]},""foreignRowIdOrder"":[""recSFq8XFmFOYJzZL""]}","San Francisco, CA",https://www.crunchbase.com/person/jenny-lefcourt,http://www.linkedin.com/in/jennylefcourt
Allison Baum,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recyA83yO4yQfmoh5"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyA83yO4yQfmoh5""]}","San Francisco, CA",,https://www.linkedin.com/in/allisonebaum/
Leah Busque,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec75XOGPGwGrTD01"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec75XOGPGwGrTD01""]}","San Francisco, CA",https://www.crunchbase.com/person/leah-busque,http://www.linkedin.com/in/labusque
Kevin Lockett,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""rec1pITeLppEMjVZI"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec1pITeLppEMjVZI""]}","Kansas City, MO",https://www.crunchbase.com/person/kevin-lockett,https://www.linkedin.com/in/kevinlockettkc/
Darryl Finkton,Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recxCUOlwlsUISiaD"":[""Venture Capital""]},""foreignRowIdOrder"":[""recxCUOlwlsUISiaD""]}","San Francisco, CA",https://www.crunchbase.com/person/darryl-finkton-jr,
Lu Zhang,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec2463laD2k3qEGI"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec2463laD2k3qEGI""]}","Palo Alto, CA",https://www.crunchbase.com/person/lu-zhang#section-overview,
Jalak Jobanputra,Managing/Founding Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recHtDXyFSzAljXXg"":[""Venture Capital""]},""foreignRowIdOrder"":[""recHtDXyFSzAljXXg""]}","New York, NY",https://www.crunchbase.com/person/jalak-jobanputra,http://www.linkedin.com/in/jalak
Julie Allegro,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recrVXlHs7CKMzqkQ"":[""Angel""]},""foreignRowIdOrder"":[""recrVXlHs7CKMzqkQ""]}","Menlo Park, CA",https://www.crunchbase.com/person/julie-allegro,
David Beatty,Managing Member,LGBTQ,[object Object],"{""valuesByForeignRowId"":{""recDk3ag4EPjLKWnH"":[""Angel Network""]},""foreignRowIdOrder"":[""recDk3ag4EPjLKWnH""]}","New York, NY",https://www.crunchbase.com/person/david-beatty-2#section-overview,
Paul Grossinger,Managing Member,LGBTQ,[object Object],"{""valuesByForeignRowId"":{""recDk3ag4EPjLKWnH"":[""Angel Network""]},""foreignRowIdOrder"":[""recDk3ag4EPjLKWnH""]}","New York, NY",https://www.crunchbase.com/person/paul-grossinger,
Joyce Chung,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recOgULeZvB5mOGry"":[""Venture Capital""]},""foreignRowIdOrder"":[""recOgULeZvB5mOGry""]}","San Francisco, CA",https://www.crunchbase.com/person/joyce-chung,https://www.linkedin.com/in/jochung/
Gayle Jennings O’Byrne,Angel,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""recsPZ1cnHGw1T8eB"":[""Angel""]},""foreignRowIdOrder"":[""recsPZ1cnHGw1T8eB""]}","New York, NY",https://www.crunchbase.com/person/gayle-jennings-o-byrne,
Karen Kerr,Executive Managing Director,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""rect62Ti1a856fZ7a"":[""Venture Capital""]},""foreignRowIdOrder"":[""rect62Ti1a856fZ7a""]}","Chicago, IL",https://www.crunchbase.com/person/karen-kerr,https://www.linkedin.com/pub/karen-kerr/25/50b/638
Lisa Coca,,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""rect62Ti1a856fZ7a"":[""Venture Capital""]},""foreignRowIdOrder"":[""rect62Ti1a856fZ7a""]}","San Francisco, CA",https://www.crunchbase.com/person/lisa-coca,http://www.linkedin.com/pub/lisa-coca/26/504/454
Ralph Taylor-Smith,Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""rect62Ti1a856fZ7a"":[""Venture Capital""]},""foreignRowIdOrder"":[""rect62Ti1a856fZ7a""]}","Menlo Park, CA",https://www.crunchbase.com/person/ralph-taylor-smith,
Sue Siegel,CEO,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""rect62Ti1a856fZ7a"":[""Venture Capital""]},""foreignRowIdOrder"":[""rect62Ti1a856fZ7a""]}","Menlo Park, CA",https://www.crunchbase.com/person/sue-siegel,https://www.linkedin.com/in/sue-siegel/
Holly Maloney McConnell,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recJADhENiAqbTnhT"":[""Venture Capital""]},""foreignRowIdOrder"":[""recJADhENiAqbTnhT""]}","Boston, MA",https://www.crunchbase.com/person/holly-maloney,https://www.linkedin.com/in/holly-maloney-7365847/
Katie Hughes,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recJADhENiAqbTnhT"":[""Venture Capital""]},""foreignRowIdOrder"":[""recJADhENiAqbTnhT""]}","Boston, MA",https://www.crunchbase.com/person/holly-maloney,https://www.crunchbase.com/person/katie-hughes
Kenneth Chenault,Chairman and Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""recJADhENiAqbTnhT"":[""Venture Capital""]},""foreignRowIdOrder"":[""recJADhENiAqbTnhT""]}","New York, NY",https://www.crunchbase.com/person/kenneth-i-chenault,https://www.linkedin.com/in/kenneth-i-chenault-a17054167/
Daphne Dufresne,Managing Partner,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""recLPbp1gJuUOiYy7"":[""Venture Capital""]},""foreignRowIdOrder"":[""recLPbp1gJuUOiYy7""]}","Washington, DC",https://www.crunchbase.com/person/daphne-dufrense,https://www.linkedin.com/in/daphne-dufresne-948471/
Rudina Seseri,Founder & Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recMrQRP4SLhGMTj3"":[""Venture Capital""]},""foreignRowIdOrder"":[""recMrQRP4SLhGMTj3""]}","Boston, MA",https://www.crunchbase.com/person/rudina-seseri,https://www.linkedin.com/in/rudinaseseri/
Sarah Fay,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recMrQRP4SLhGMTj3"":[""Venture Capital""]},""foreignRowIdOrder"":[""recMrQRP4SLhGMTj3""]}","Boston, MA",https://www.crunchbase.com/person/sarah-fay#section-overview,https://www.linkedin.com/in/sarahfayboston/
Sherwin Prior,Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""rec2ZXuksw2RtyPAK"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec2ZXuksw2RtyPAK""]}","Detroit, MI",https://www.crunchbase.com/person/sherwin-l-prior,
